year,code,name,total_shares,circulating_shares,restricted_shares,profit,industry_74,industry_level2,industry_level3,concept,product,percentage,comparable,export_ratio,domestic_ratio,notes,q1_report,q2_report,q3_report,annual_report,gross_margin,profit_growth,net_asset_ratio,undistributed_cash,bonus_shares,dividend,quarterly_comparison,beishang_initial,beishang_new,beishang_increase,beishang_decrease,beishang_current,gongmu_initial,gongmu_new,gongmu_increase,gongmu_decrease,gongmu_current,waizi_initial,waizi_new,waizi_increase,waizi_decrease,waizi_current,simu_initial,simu_new,simu_increase,simu_decrease,simu_current,shebao_initial,shebao_new,shebao_increase,shebao_decrease,shebao_current,yanglao_initial,yanglao_new,yanglao_increase,yanglao_decrease,yanglao_current,id,created_date,updated_date,created_by_id,created_by,is_sample
"2025","000759","中百集团","68103","68070","33","","零售连锁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260926","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000739","普洛药业","117852","112840","12","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf49726091d","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000722","湖南发展","46416","46416","0","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260910","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000737","南风化工","177246","54876","12237","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf49726091b","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000761","本钢板材","410831","370871","0","","钢铁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260927","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000757","浩物股份","86471","31117","15335","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260924","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000738","航发控制","131318","114563","16955","","航天国防","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf49726091c","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000762","西藏矿业","52082","52080","2","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260928","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000717","韶钢松山","241952","241952","0","","钢铁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf49726090b","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000727","冠捷科技","452957","341922","111034","","元器件","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260914","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000723","美锦能源","427027","397023","30004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260911","2025-12-24T07:32:06.492000","2025-12-31T23:21:54.937000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000729","燕京啤酒","281854","250956","30898","","啤酒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260916","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000715","中兴商业","41572","41506","66","","零售连锁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260909","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000719","中原传媒","102330","66713","35600","","传媒教育","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf49726090d","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000728","国元证券","436378","436377","0","","券商","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260915","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000768","中航西飞","276862","276864","4875","","航天国防","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf49726092b","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000766","通化金马","90849","70700","2930","","医药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf497260929","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000767","晋控电力","307694","291224","16470","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf49726092a","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000776","广发证券","762109","591929","0","","券商","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b96f68fc2aaf49726092c","2025-12-24T07:32:06.492000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000639","西王食品","103943","103943","1323","","食品饮料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db4","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000679","大连友谊","35630","35630","6","","医疗保健","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc6","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000657","中钢天源","107386","94769","12617","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dba","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000661","长春高新","40472","38070","2402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dbc","2025-12-24T07:29:57.761000","2025-12-31T23:36:49.836000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000685","中山公用","147511","123323","22188","","供水供气","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dcb","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000690","宝新能源","217589","217447","142","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dce","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000709","河钢股份","1061681","1061689","177","","钢铁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dda","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000626","远大控股","50894","49848","1046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7da9","2025-12-24T07:29:57.761000","2025-12-31T23:29:50.125000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000631","顺发恆业","243252","243252","0","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dad","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000652","泰达股份","147557","147435","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db7","2025-12-24T07:29:57.761000","2025-12-31T23:29:50.682000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000629","攀钢铒钛","860203","858943","1359","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dab","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000637","茂业通信","51988","36800","15187","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db2","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000668","ST达利","14684","14669","15","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dbf","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000655","金岭矿业","59534","59534","0","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db8","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000698","ST沈阳化","81951","78569","3382","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd3","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000627","天茂集团","59226","19207","16021","","建筑工程","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7daa","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000635","英力特","30309","30309","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db0","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000651","格力电器","591447","586007","4543","","家电","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db6","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000620","新华联","189669","189662","7","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7da7","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000700","模塑科技","91210","91210","0","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd4","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000683","远兴能源","367341","333822","34519","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dca","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000688","国城矿业","113731","113730","4320","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dcd","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000697","炬石有色","67162","57689","94774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd2","2025-12-24T07:29:57.761000","2026-01-01T00:15:58.045000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000632","三木集团","46552","46548","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dae","2025-12-24T07:29:57.761000","2025-12-31T23:29:50.304000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000682","东方电子","134073","134060","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc9","2025-12-24T07:29:57.761000","2025-12-31T07:34:50.092000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000708","中信特钢","504714","125916","378798","","钢铁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd9","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000691","ST亚太","32327","32327","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dcf","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000705","浙江震元","368165","337845","30319","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd7","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000669","ST金鸿","88041","88041","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc0","2025-12-24T07:29:57.761000","2025-12-31T23:15:04.820000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000686","东北证券","234045","234045","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dcc","2025-12-24T07:29:57.761000","2026-01-01T00:28:43.776000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000656","ST金科","331974","331681","293","","房地产","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db9","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000677","山东海龙","86398","86398","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc4","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000701","厚普股份","53886","40661","13225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd5","2025-12-24T07:29:57.761000","2025-12-31T23:25:31.563000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000630","铜陵有色","1053653","1053639","14","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dac","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000672","上峰水泥","81363","81363","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc2","2025-12-24T07:29:57.761000","2025-12-31T23:57:21.203000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000695","滨海能源","23215","23172","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd1","2025-12-24T07:29:57.761000","2026-01-01T00:15:20.264000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000711","ST京蓝","102367","82040","20327","","建筑工程","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7ddc","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000659","珠海中富","128370","128370","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dbb","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000665","湖北广电","113413","113408","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dbe","2025-12-24T07:29:57.761000","2025-12-31T23:38:37.847000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000650","仕兰微","139994","134199","5795","","中药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db5","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000670","盈方微","81663","69985","20678","","元器件","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc1","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000633","合金投资","38311","38310","9100","","有色金属","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7daf","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000676","智度股份","96571","31649","64922","","互联网","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc3","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000678","襄阳轴承","43981","43981","0","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc5","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000692","惠天热电","53283","53283","1","","供水供气","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd0","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000710","贵精灵","25461","29708","5753","","医疗保健","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7ddb","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000625","长安汽车","480265","376088","13978","","汽车","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7da8","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000663","永安林业","33668","30630","3039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dbd","2025-12-24T07:29:57.761000","2025-12-31T23:54:42.751000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000680","山推股份","150185","105696","44489","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc7","2025-12-24T07:29:57.761000","2025-12-31T23:37:12.228000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000681","视觉中国","70058","60462","9596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dc8","2025-12-24T07:29:57.761000","2025-12-31T23:16:44.910000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000636","风华高科","89531","88523","0","","元器件","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db1","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000638","ST万方","30940","30940","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7db3","2025-12-24T07:29:57.761000","2025-12-31T23:29:50.499000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000702","正虚科技","26663","26663","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd6","2025-12-24T07:29:57.761000","2026-01-01T00:26:31","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000707","双环科技","46415","46413","0","","化工","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7dd8","2025-12-24T07:29:57.761000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000619","海螺水泥","36000","36000","0","","建材","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b9675d3c2c1cb678e7da6","2025-12-24T07:29:57.760000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000564","供销大集","191678","151845","39812","","零售连锁","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf398","2025-12-24T07:27:29.904000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000568","泸州老窖","147190","146955","260","","白酒","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf39c","2025-12-24T07:27:29.904000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000570","苏常柴A","70569","49887","5682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf39d","2025-12-24T07:27:29.904000","2025-12-31T23:36:49.995000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000571","新大洲A","81406","80557","850","","煤炭业","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf39e","2025-12-24T07:27:29.904000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000546","金圆股份","78078","71434","6644","","建筑工程","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf389","2025-12-24T07:27:29.904000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000562","宏源证券","60469","60196","273","","航天国防","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf396","2025-12-24T07:27:29.904000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000563","陕国投A","396401","396401","0","","多元金融","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf397","2025-12-24T07:27:29.904000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000584","哈工智能","19344","19344","0","","电气设备","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf3a3","2025-12-24T07:27:29.904000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000590","启迪古汉","25947","25938","9","","中药","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf3a5","2025-12-24T07:27:29.904000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
"2025","000591","太阳能","390923","300706","90216","","电力","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694b95e191b5b60d1a9bf3a6","2025-12-24T07:27:29.904000","2025-12-24T16:48:28.376000","694b6fc501e2c5bd08733b4c","zhouhongyu800@gmail.com","false"
